Timestamp,EAR,State
07:16:20.795,0.314,Active
07:16:22.495,0.362,Active
07:16:22.596,0.368,Active
07:16:22.698,0.351,Active
07:16:22.791,0.284,Active
07:16:22.895,0.304,Active
07:16:22.998,0.278,Active
07:16:23.098,0.306,Active
07:16:23.204,0.389,Active
07:16:23.294,0.365,Active
07:16:23.395,0.225,DROWSY
07:16:23.513,0.256,Active
07:16:23.647,0.239,DROWSY
07:16:23.773,0.213,DROWSY
07:16:23.859,0.223,DROWSY
07:16:23.956,0.245,DROWSY
07:16:24.079,0.274,Active
07:16:24.194,0.23,DROWSY
07:16:24.287,0.22,DROWSY
07:16:24.365,0.259,Active
07:16:24.434,0.288,Active
07:16:24.512,0.344,Active
07:16:24.579,0.385,Active
07:16:24.661,0.357,Active
07:16:24.738,0.385,Active
07:16:24.845,0.384,Active
07:16:25.056,0.357,Active
07:16:25.212,0.363,Active
07:16:25.362,0.362,Active
07:16:25.468,0.417,Active
07:16:25.543,0.391,Active
07:16:25.624,0.284,Active
07:16:25.716,0.367,Active
07:16:25.808,0.19,DROWSY
07:16:25.925,0.219,DROWSY
07:16:26.038,0.201,DROWSY
07:16:26.136,0.194,DROWSY
07:16:26.221,0.2,DROWSY
07:16:26.303,0.157,DROWSY
07:16:26.400,0.117,DROWSY
07:16:26.497,0.229,DROWSY
07:16:26.584,0.26,Active
07:16:26.669,0.373,Active
07:16:26.755,0.432,Active
07:16:26.842,0.429,Active
07:16:26.936,0.474,Active
07:16:27.027,0.382,Active
07:16:27.114,0.433,Active
07:16:27.203,0.412,Active
07:16:27.289,0.424,Active
07:16:27.373,0.37,Active
07:16:27.465,0.341,Active
07:16:27.546,0.434,Active
07:16:27.633,0.412,Active
07:16:27.719,0.408,Active
07:16:27.811,0.411,Active
07:16:27.905,0.408,Active
07:16:27.987,0.365,Active
07:16:28.076,0.387,Active
07:16:28.163,0.362,Active
07:16:28.253,0.291,Active
07:16:28.344,0.364,Active
07:16:28.426,0.279,Active
07:16:29.136,0.304,Active
07:16:29.221,0.254,Active
07:16:29.312,0.386,Active
07:16:29.401,0.303,Active
07:16:29.488,0.412,Active
07:16:29.575,0.416,Active
07:16:29.744,0.239,DROWSY
07:16:29.844,0.429,Active
07:16:30.131,0.439,Active
07:16:30.230,0.369,Active
07:16:30.316,0.413,Active
07:16:30.403,0.441,Active
07:16:30.493,0.552,Active
07:16:30.572,0.377,Active
07:16:30.661,0.345,Active
07:16:30.751,0.52,Active
07:16:30.830,0.413,Active
07:16:30.918,0.286,Active
07:16:31.000,0.447,Active
07:16:31.090,0.351,Active
07:16:31.169,0.335,Active
07:16:31.256,0.373,Active
07:16:31.338,0.355,Active
07:16:31.421,0.368,Active
07:16:31.507,0.354,Active
07:16:31.594,0.483,Active
07:16:31.679,0.425,Active
07:16:31.762,0.351,Active
07:16:31.849,0.325,Active
07:16:31.935,0.288,Active
07:16:32.037,0.236,DROWSY
07:16:32.158,0.223,DROWSY
07:16:32.274,0.306,Active
07:16:32.373,0.266,Active
07:16:32.467,0.22,DROWSY
07:16:32.558,0.248,DROWSY
07:16:32.647,0.261,Active
07:16:32.738,0.234,DROWSY
07:16:32.824,0.353,Active
07:16:32.919,0.408,Active
07:16:33.014,0.387,Active
07:16:33.118,0.182,DROWSY
07:16:33.269,0.271,Active
07:16:33.445,0.32,Active
07:16:33.584,0.276,Active
07:16:33.710,0.229,DROWSY
07:16:33.832,0.455,Active
07:16:33.959,0.332,Active
07:16:34.081,0.349,Active
07:16:34.219,0.243,DROWSY
