Timestamp,EAR,State
05:10:40.613,0.312,Active
05:10:40.678,0.264,Active
05:10:40.742,0.256,Active
05:10:40.812,0.176,DROWSY
05:10:40.877,0.301,Active
05:10:40.939,0.305,Active
05:10:41.017,0.365,Active
05:10:41.082,0.259,Active
05:10:41.146,0.355,Active
05:10:41.213,0.478,Active
05:10:41.288,0.543,Active
05:10:41.351,0.37,Active
05:10:41.412,0.399,Active
05:10:41.473,0.337,Active
05:10:41.533,0.284,Active
05:10:41.598,0.485,Active
05:10:41.657,0.509,Active
05:10:41.717,0.551,Active
05:10:41.774,0.516,Active
05:10:41.839,0.388,Active
05:10:41.901,0.394,Active
05:10:41.962,0.503,Active
05:10:42.017,0.443,Active
05:10:42.075,0.477,Active
05:10:42.134,0.416,Active
05:10:42.194,0.394,Active
05:10:42.257,0.427,Active
05:10:42.316,0.388,Active
05:10:42.376,0.44,Active
05:10:42.430,0.342,Active
05:10:42.491,0.396,Active
05:10:42.555,0.307,Active
05:10:42.612,0.353,Active
05:10:42.674,0.337,Active
05:10:42.733,0.231,DROWSY
05:10:42.803,0.137,DROWSY
05:10:42.880,0.162,DROWSY
05:10:42.955,0.223,DROWSY
05:10:43.019,0.27,Active
05:10:43.076,0.21,DROWSY
05:10:43.132,0.302,Active
05:10:43.184,0.299,Active
05:10:43.238,0.278,Active
05:10:43.291,0.238,DROWSY
05:10:43.349,0.133,DROWSY
05:10:43.408,0.193,DROWSY
05:10:43.467,0.142,DROWSY
05:10:43.526,0.12,DROWSY
05:10:43.583,0.135,DROWSY
05:10:43.640,0.135,DROWSY
05:10:43.695,0.11,DROWSY
05:10:43.772,0.156,DROWSY
05:10:43.844,0.204,DROWSY
05:10:43.925,0.21,DROWSY
05:10:43.983,0.194,DROWSY
05:10:44.038,0.185,DROWSY
05:10:44.102,0.166,DROWSY
05:10:44.160,0.205,DROWSY
05:10:44.217,0.21,DROWSY
05:10:44.275,0.21,DROWSY
05:10:44.339,0.185,DROWSY
05:10:44.396,0.255,Active
05:10:44.458,0.255,Active
05:10:44.512,0.227,DROWSY
05:10:44.570,0.18,DROWSY
05:10:44.628,0.208,DROWSY
05:10:44.710,0.184,DROWSY
05:10:44.790,0.205,DROWSY
05:10:44.864,0.276,Active
05:10:44.921,0.201,DROWSY
05:10:44.979,0.284,Active
