Timestamp,EAR,State
05:12:41.211,0.314,Active
05:12:41.599,0.362,Active
05:12:41.657,0.368,Active
05:12:41.722,0.351,Active
05:12:41.788,0.284,Active
05:12:41.888,0.304,Active
05:12:41.955,0.278,Active
05:12:42.016,0.306,Active
05:12:42.078,0.389,Active
05:12:42.145,0.365,Active
05:12:42.210,0.225,DROWSY
05:12:42.283,0.256,Active
05:12:42.347,0.239,DROWSY
05:12:42.404,0.213,DROWSY
05:12:42.475,0.223,DROWSY
05:12:42.547,0.245,DROWSY
05:12:42.613,0.274,Active
05:12:42.682,0.23,DROWSY
05:12:42.754,0.22,DROWSY
05:12:42.834,0.259,Active
05:12:42.897,0.288,Active
05:12:42.958,0.344,Active
05:12:43.019,0.385,Active
05:12:43.081,0.357,Active
05:12:43.162,0.385,Active
05:12:43.223,0.384,Active
05:12:43.283,0.357,Active
05:12:43.343,0.363,Active
05:12:43.405,0.362,Active
05:12:43.465,0.417,Active
05:12:43.528,0.391,Active
05:12:43.589,0.284,Active
05:12:43.649,0.367,Active
05:12:43.707,0.19,DROWSY
05:12:43.779,0.219,DROWSY
05:12:43.859,0.201,DROWSY
05:12:43.934,0.194,DROWSY
05:12:43.997,0.2,DROWSY
05:12:44.060,0.157,DROWSY
05:12:44.127,0.117,DROWSY
05:12:44.191,0.229,DROWSY
05:12:44.255,0.26,Active
05:12:44.323,0.373,Active
05:12:44.383,0.432,Active
05:12:44.450,0.429,Active
05:12:44.507,0.474,Active
05:12:44.569,0.382,Active
05:12:44.629,0.433,Active
05:12:44.689,0.412,Active
05:12:44.755,0.424,Active
05:12:44.815,0.37,Active
05:12:44.873,0.341,Active
05:12:44.954,0.434,Active
05:12:45.022,0.412,Active
05:12:45.083,0.408,Active
05:12:45.144,0.411,Active
05:12:45.202,0.408,Active
05:12:45.269,0.365,Active
05:12:45.335,0.387,Active
05:12:45.405,0.362,Active
05:12:45.466,0.291,Active
05:12:45.525,0.364,Active
05:12:45.581,0.279,Active
05:12:46.114,0.304,Active
05:12:46.172,0.254,Active
05:12:46.231,0.386,Active
05:12:46.290,0.303,Active
05:12:46.346,0.412,Active
05:12:46.405,0.416,Active
05:12:46.529,0.239,DROWSY
05:12:46.620,0.429,Active
05:12:46.800,0.439,Active
05:12:46.858,0.369,Active
05:12:46.919,0.413,Active
05:12:46.981,0.441,Active
05:12:47.043,0.552,Active
05:12:47.103,0.377,Active
05:12:47.161,0.345,Active
05:12:47.221,0.52,Active
05:12:47.277,0.413,Active
05:12:47.338,0.286,Active
05:12:47.401,0.447,Active
05:12:47.459,0.351,Active
05:12:47.521,0.335,Active
05:12:47.580,0.373,Active
05:12:47.644,0.355,Active
05:12:47.708,0.368,Active
05:12:47.773,0.354,Active
05:12:47.836,0.483,Active
05:12:47.894,0.425,Active
05:12:47.955,0.351,Active
05:12:48.014,0.325,Active
05:12:48.077,0.288,Active
05:12:48.163,0.236,DROWSY
05:12:48.289,0.223,DROWSY
05:12:48.405,0.306,Active
05:12:48.476,0.266,Active
05:12:48.553,0.22,DROWSY
05:12:48.614,0.248,DROWSY
05:12:48.675,0.261,Active
05:12:48.733,0.234,DROWSY
05:12:48.799,0.353,Active
05:12:48.859,0.408,Active
05:12:48.924,0.387,Active
05:12:48.982,0.182,DROWSY
05:12:49.041,0.271,Active
05:12:49.100,0.32,Active
05:12:49.159,0.276,Active
05:12:49.216,0.229,DROWSY
05:12:49.286,0.455,Active
05:12:49.358,0.332,Active
05:12:49.429,0.349,Active
05:12:49.508,0.243,DROWSY
05:12:49.569,0.305,Active
05:12:49.630,0.399,Active
05:12:49.694,0.349,Active
05:12:49.758,0.293,Active
05:12:49.821,0.182,DROWSY
05:12:49.884,0.178,DROWSY
05:12:49.943,0.288,Active
05:12:50.008,0.268,Active
05:12:50.069,0.273,Active
05:12:50.136,0.211,DROWSY
05:12:50.199,0.371,Active
05:12:50.260,0.308,Active
05:12:50.321,0.387,Active
05:12:50.381,0.396,Active
05:12:50.444,0.271,Active
05:12:50.504,0.224,DROWSY
05:12:50.589,0.28,Active
05:12:50.668,0.265,Active
05:12:50.748,0.278,Active
05:12:50.812,0.297,Active
05:12:50.874,0.33,Active
05:12:50.940,0.314,Active
05:12:51.002,0.314,Active
05:12:51.064,0.287,Active
05:12:51.126,0.271,Active
05:12:51.187,0.232,DROWSY
05:12:51.243,0.265,Active
05:12:51.301,0.246,DROWSY
05:12:51.366,0.386,Active
05:12:51.424,0.228,DROWSY
05:12:51.505,0.321,Active
05:12:51.586,0.378,Active
05:12:51.666,0.281,Active
05:12:51.727,0.355,Active
05:12:51.788,0.285,Active
05:12:51.851,0.299,Active
05:12:51.911,0.244,DROWSY
05:12:51.968,0.295,Active
05:12:52.028,0.256,Active
05:12:52.145,0.2,DROWSY
05:12:52.206,0.18,DROWSY
05:12:52.327,0.186,DROWSY
05:12:52.387,0.189,DROWSY
05:12:52.457,0.184,DROWSY
05:12:52.522,0.255,Active
05:12:52.594,0.229,DROWSY
05:12:52.670,0.274,Active
05:12:52.730,0.201,DROWSY
05:12:52.793,0.223,DROWSY
05:12:52.858,0.254,Active
05:12:52.925,0.255,Active
05:12:52.985,0.234,DROWSY
05:12:53.044,0.254,Active
05:12:53.106,0.205,DROWSY
05:12:53.166,0.25,DROWSY
05:12:53.228,0.218,DROWSY
05:12:53.400,0.248,DROWSY
05:12:53.479,0.225,DROWSY
05:12:53.555,0.312,Active
05:12:53.633,0.312,Active
05:12:57.953,0.292,Active
05:12:58.024,0.368,Active
05:12:58.088,0.314,Active
05:12:58.154,0.292,Active
05:12:58.220,0.382,Active
05:12:58.289,0.449,Active
05:12:58.355,0.292,Active
05:12:58.431,0.425,Active
05:12:58.504,0.501,Active
05:12:58.569,0.383,Active
05:12:58.631,0.422,Active
05:12:58.694,0.394,Active
05:12:58.755,0.387,Active
