Timestamp,EAR,State
05:13:34.775,0.314,Active
05:13:35.254,0.362,Active
05:13:35.318,0.368,Active
05:13:35.378,0.351,Active
05:13:35.439,0.284,Active
05:13:35.538,0.304,Active
05:13:35.637,0.278,Active
05:13:35.729,0.306,Active
05:13:35.806,0.389,Active
05:13:35.895,0.365,Active
05:13:35.977,0.225,DROWSY
05:13:36.054,0.256,Active
05:13:36.138,0.239,DROWSY
05:13:36.217,0.213,DROWSY
05:13:36.298,0.223,DROWSY
05:13:36.385,0.245,DROWSY
05:13:36.634,0.274,Active
05:13:36.715,0.23,DROWSY
05:13:36.805,0.22,DROWSY
05:13:36.872,0.259,Active
05:13:36.931,0.288,Active
05:13:36.990,0.344,Active
05:13:37.050,0.385,Active
05:13:37.113,0.357,Active
05:13:37.174,0.385,Active
05:13:37.235,0.384,Active
05:13:37.298,0.357,Active
05:13:37.362,0.363,Active
05:13:37.426,0.362,Active
05:13:37.486,0.417,Active
05:13:37.553,0.391,Active
05:13:37.618,0.284,Active
05:13:37.678,0.367,Active
05:13:37.741,0.19,DROWSY
05:13:37.810,0.219,DROWSY
05:13:37.881,0.201,DROWSY
05:13:37.946,0.194,DROWSY
05:13:38.020,0.2,DROWSY
05:13:38.083,0.157,DROWSY
05:13:38.144,0.117,DROWSY
05:13:38.206,0.229,DROWSY
05:13:38.270,0.26,Active
05:13:38.333,0.373,Active
05:13:38.395,0.432,Active
05:13:38.462,0.429,Active
05:13:38.530,0.474,Active
05:13:38.621,0.382,Active
05:13:38.710,0.433,Active
05:13:38.791,0.412,Active
05:13:38.879,0.424,Active
05:13:38.964,0.37,Active
05:13:39.036,0.341,Active
05:13:39.109,0.434,Active
05:13:39.184,0.412,Active
05:13:39.270,0.408,Active
05:13:39.384,0.411,Active
05:13:39.473,0.408,Active
05:13:39.536,0.365,Active
05:13:39.601,0.387,Active
05:13:39.667,0.362,Active
05:13:39.730,0.291,Active
05:13:39.793,0.364,Active
05:13:39.860,0.279,Active
05:13:40.443,0.304,Active
05:13:40.507,0.254,Active
05:13:40.576,0.386,Active
05:13:40.635,0.303,Active
05:13:40.700,0.412,Active
05:13:40.755,0.416,Active
05:13:40.867,0.239,DROWSY
05:13:40.939,0.429,Active
05:13:41.140,0.439,Active
05:13:41.212,0.369,Active
